transaction,location,total_amount,limit,result
1,1,£28978.04,£50000.00,2
3,4,£13411.33,£50000.00,1
3,4,£15656.71,£50000.00,0
5,4,£3275.72,£50000.00,1
5,2,£24421.15,£50000.00,1
5,1,£410.33,£50000.00,1
1,5,£23600.42,£50000.00,1
5,1,£16197.26,£50000.00,1
3,1,£35424.70,£50000.00,0
3,1,£13136.44,£50000.00,0
4,1,£41627.95,£50000.00,0
3,5,£27121.74,£50000.00,1
4,3,£22080.59,£50000.00,0
2,4,£36536.98,£50000.00,2
1,1,£17181.29,£50000.00,0
1,3,£19423.45,£50000.00,2
4,5,£18151.91,£50000.00,2
4,4,£4305.64,£50000.00,2
3,4,£39531.10,£50000.00,0
4,5,£5514.75,£50000.00,2
1,2,£13697.34,£50000.00,1
2,2,£37053.60,£50000.00,2
1,2,£18691.43,£50000.00,2
4,5,£21535.61,£50000.00,2
2,2,£37087.21,£50000.00,2
5,1,£4431.35,£50000.00,1
5,3,£43852.11,£50000.00,1
3,3,£35882.52,£50000.00,2
3,3,£1917.53,£50000.00,2
3,1,£26274.84,£50000.00,1
2,3,£35237.57,£50000.00,2
4,4,£26491.00,£50000.00,1
1,4,£39441.85,£50000.00,1
3,4,£38373.69,£50000.00,0
1,5,£815.03,£50000.00,0
2,1,£7662.09,£50000.00,0
2,2,£39827.36,£50000.00,1
3,2,£29638.43,£50000.00,1
3,5,£27903.20,£50000.00,1
4,5,£31797.61,£50000.00,2
3,1,£4717.09,£50000.00,2
5,2,£15215.12,£50000.00,0
5,3,£32596.24,£50000.00,0
2,4,£12757.39,£50000.00,1
2,2,£22436.36,£50000.00,1
3,1,£29578.83,£50000.00,0
4,3,£38091.36,£50000.00,0
1,1,£45863.81,£50000.00,2
1,3,£46175.58,£50000.00,0
1,5,£49602.46,£50000.00,0
2,1,£22664.30,£50000.00,2
2,5,£1874.97,£50000.00,2
3,2,£20600.74,£50000.00,2
4,2,£31887.98,£50000.00,0
5,1,£21747.43,£50000.00,2
1,4,£40094.10,£50000.00,2
3,2,£44252.76,£50000.00,2
2,1,£43690.14,£50000.00,2
4,4,£37076.64,£50000.00,2
4,1,£32410.76,£50000.00,0
4,4,£39718.28,£50000.00,1
5,4,£14467.13,£50000.00,0
3,4,£22105.17,£50000.00,2
4,2,£10266.07,£50000.00,1
2,1,£40986.43,£50000.00,1
2,4,£8662.35,£50000.00,0
5,5,£8179.10,£50000.00,0
4,2,£49504.23,£50000.00,2
3,3,£44940.79,£50000.00,2
3,5,£7327.48,£50000.00,2
1,3,£23851.42,£50000.00,0
1,4,£18213.29,£50000.00,1
3,1,£22280.32,£50000.00,1
3,4,£39990.84,£50000.00,0
2,4,£46747.48,£50000.00,1
1,3,£26149.64,£50000.00,0
3,4,£6851.30,£50000.00,1
3,2,£46275.29,£50000.00,2
1,2,£48259.60,£50000.00,2
2,5,£38385.47,£50000.00,1
4,3,£32558.00,£50000.00,0
5,2,£44933.62,£50000.00,1
3,5,£44352.16,£50000.00,0
5,3,£48323.15,£50000.00,1
2,4,£47437.10,£50000.00,2
2,3,£38710.98,£50000.00,2
2,3,£34696.17,£50000.00,1
4,4,£215.65,£50000.00,2
1,4,£47087.14,£50000.00,2
3,1,£30874.78,£50000.00,1
3,4,£18317.73,£50000.00,0
2,4,£3000.30,£50000.00,1
3,3,£45824.52,£50000.00,0
5,4,£17074.74,£50000.00,0
5,4,£32613.07,£50000.00,0
1,5,£26743.12,£50000.00,2
2,5,£4095.63,£50000.00,1
4,2,£44708.49,£50000.00,1
4,2,£49395.03,£50000.00,0
5,3,£3342.52,£50000.00,1
5,4,£6317.93,£50000.00,0
1,1,£45645.36,£50000.00,2
1,5,£25767.84,£50000.00,2
2,5,£1170.17,£50000.00,0
5,1,£35407.75,£50000.00,2
5,1,£33976.16,£50000.00,2
1,4,£30515.40,£50000.00,1
5,3,£10678.16,£50000.00,0
3,5,£14596.62,£50000.00,0
4,2,£20750.54,£50000.00,1
1,4,£5654.54,£50000.00,0
4,1,£18144.22,£50000.00,2
1,4,£30057.25,£50000.00,1
2,2,£999.51,£50000.00,0
2,3,£1550.47,£50000.00,0
1,1,£26722.95,£50000.00,0
4,4,£42228.02,£50000.00,1
5,1,£42054.17,£50000.00,2
2,3,£35159.35,£50000.00,1
5,3,£18213.71,£50000.00,0
3,4,£45767.56,£50000.00,2
3,5,£45479.91,£50000.00,0
2,1,£8023.41,£50000.00,1
4,4,£12791.62,£50000.00,2
4,1,£22486.61,£50000.00,1
5,2,£43821.28,£50000.00,2
5,3,£1140.41,£50000.00,1
4,1,£43123.66,£50000.00,0
1,1,£29195.89,£50000.00,0
5,3,£12841.77,£50000.00,1
3,5,£13381.82,£50000.00,0
2,2,£22963.70,£50000.00,2
1,3,£30929.70,£50000.00,2
4,4,£23267.40,£50000.00,0
1,2,£29994.25,£50000.00,2
1,5,£45658.41,£50000.00,2
5,1,£19214.79,£50000.00,0
1,2,£31383.90,£50000.00,2
4,4,£27701.27,£50000.00,0
5,1,£27001.67,£50000.00,1
2,2,£29220.72,£50000.00,1
4,1,£31247.98,£50000.00,0
1,1,£10252.70,£50000.00,0
1,2,£45909.99,£50000.00,0
2,3,£38258.00,£50000.00,2
4,4,£34004.85,£50000.00,0
3,1,£16756.27,£50000.00,1
1,3,£29067.90,£50000.00,1
4,4,£46310.74,£50000.00,1
4,3,£13886.84,£50000.00,0
3,5,£44813.35,£50000.00,0
4,1,£18241.17,£50000.00,2
1,4,£37773.99,£50000.00,2
3,2,£49378.22,£50000.00,1
1,1,£45846.65,£50000.00,1
1,2,£35593.39,£50000.00,1
1,2,£11015.87,£50000.00,2
4,5,£7335.43,£50000.00,1
3,4,£44757.30,£50000.00,2
1,3,£23640.66,£50000.00,0
4,3,£42853.22,£50000.00,2
5,5,£12385.04,£50000.00,2
3,5,£13751.04,£50000.00,0
1,5,£36290.53,£50000.00,0
2,2,£23215.69,£50000.00,0
3,3,£2608.58,£50000.00,0
2,3,£45105.64,£50000.00,1
3,2,£49727.29,£50000.00,0
1,2,£31296.17,£50000.00,0
2,5,£11185.64,£50000.00,0
5,3,£47059.30,£50000.00,0
4,2,£4667.98,£50000.00,1
5,4,£18492.37,£50000.00,0
3,1,£22030.33,£50000.00,0
1,4,£23000.52,£50000.00,0
3,1,£6752.68,£50000.00,2
2,2,£23776.95,£50000.00,0
4,5,£41416.67,£50000.00,0
5,5,£42265.42,£50000.00,2
3,2,£14071.14,£50000.00,2
3,3,£14117.96,£50000.00,0
4,5,£33837.33,£50000.00,2
1,1,£14347.15,£50000.00,0
